name,address,rating,price_level,types,website,phone,number of ratings,business_status,,
Vagabond Kitchen,"1201 Market Street, Wheeling",4.4,2,"bar, restaurant, food, point_of_interest, establishment",https://thevagabondkitchen.com/,(304) 905-6173,573,OPERATIONAL,,
Vocelli Pizza,"2149 Market Street, Wheeling",4.1,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",http://www.vocellipizza.com/wheeling_wv,(304) 232-1100,268,OPERATIONAL,,
Coen Markets,"1133 U.S. 40, Claysville",4.4,N/A,"convenience_store, gas_station, meal_takeaway, cafe, restaurant, food, point_of_interest, store, establishment",https://www.coenmarkets.com/,(724) 663-5103,10,OPERATIONAL,,
"DeFelice Brothers Pizza Bethlehem, West Virginia","1038 East Bethlehem Boulevard, Wheeling",4,2,"meal_delivery, restaurant, food, point_of_interest, establishment",http://www.defelicebrospizza.com/,(304) 238-0200,163,OPERATIONAL,,
Michael's Beef House II,"2200 Market Street, Wheeling",3.5,N/A,"restaurant, food, point_of_interest, establishment",https://m.facebook.com/pages/category/Deli/Michaels-Beef-House-460149284053585/,(304) 232-2231,24,OPERATIONAL,,
China Wok,"103 Bridge Street Plaza, Wheeling",4.4,1,"restaurant, food, point_of_interest, establishment",https://chinawokwvtogo.com/,(304) 243-8898,198,OPERATIONAL,,
Patsy’s Pizza,"2099 National Road, Elm Grove",4.5,1,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/SliceAboveTheRest/,(304) 242-1490,781,OPERATIONAL,,
McDonald's,"101 Kruger Street, Wheeling",3.5,1,"cafe, restaurant, food, point_of_interest, store, establishment",https://www.mcdonalds.com/us/en-us/location/WV/WHEELING/101-KRUGER-STREET/12194.html?cid=RF:YXT:GMB::Clicks,(304) 242-3693,1726,OPERATIONAL,,
Silver Chopsticks,"2135 National Road, Elm Grove",4,N/A,"restaurant, food, point_of_interest, establishment",http://silverchopstickswv.com/,(304) 242-5858,307,OPERATIONAL,,
DiCarlo's Pizza - Wheeling,"1311 Main Street, Wheeling",4.3,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",http://dicarlos.pizza/,(304) 233-0730,1034,OPERATIONAL,,
Subway,"624 North Main Street, Franklin",4.3,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/franklin/624-n-main-st?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=32448&utm_campaign=evergreen-2020&y_source=1_MTQ5MDYxMzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 358-2002,109,OPERATIONAL,,
Seneca Caverns,"3328 Germany Valley Road, Riverton",4.6,N/A,"tourist_attraction, store, restaurant, food, point_of_interest, establishment",http://senecacaverns.com/,(304) 567-2691,563,CLOSED_TEMPORARILY,,
Gateway Restaurant,"13927 Mountaineer Drive, Riverton",4.7,1,"restaurant, food, point_of_interest, establishment",https://facebook.com/thegatewaywv,(304) 567-2810,485,OPERATIONAL,,
Yokum's Store and Grill,"23787 Mountaineer Drive, Seneca Rocks",4.6,N/A,"grocery_or_supermarket, store, restaurant, food, point_of_interest, establishment",http://www.yokum.com/,(304) 567-2626,150,OPERATIONAL,,
Subway,"470 Allegheny Drive, Seneca Rocks",4.5,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/seneca-rocks/470-alleghenydrive?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=65472&utm_campaign=evergreen-2020&y_source=1_MTQ4OTk4NTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 567-5005,59,CLOSED_TEMPORARILY,,
Korner Shop Cafe,"200 North Main Street, Franklin",4.7,1,"restaurant, food, point_of_interest, establishment",,(304) 358-2979,198,OPERATIONAL,,
Star Hotel and Restaurant,"76 North Main Street, Franklin",4.4,N/A,"restaurant, food, point_of_interest, establishment",http://www.thestarhotelwv.com/,(304) 358-3580,105,OPERATIONAL,,
AGK ITALIAN RESTURANT & PIZZERIA,"756 North Main Street, Franklin",4.5,N/A,"restaurant, food, point_of_interest, establishment",https://agk-italian-resturant-pizzeria.negocio.site/?utm_source=gmb&utm_medium=referral,(304) 902-9191,68,OPERATIONAL,,
Asbury's Restaurant,"3328 Germany Valley Limestone Road, Riverton",4.5,N/A,"restaurant, food, point_of_interest, establishment",https://www.senecacaverns.com/,(304) 567-2691,55,OPERATIONAL,,
Fox's Pizza Den,"RR 33, Brandywine",4.8,1,"restaurant, food, point_of_interest, establishment",http://foxspizza.com/,(304) 249-5136,218,OPERATIONAL,,
Brandywine Family Dining,"U.S. 33, Brandywine",4.8,N/A,"restaurant, food, point_of_interest, establishment",,(304) 249-5616,50,OPERATIONAL,,
M&S Maple Farm,"44 Graystone Lane, Upper Tract",5,N/A,"restaurant, food, point_of_interest, establishment",https://msmaple.dudaone.com/,(304) 358-2426,1,OPERATIONAL,,
Subway,"St. Mary's, 410 Third Street, Saint Marys",4,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://restaurants.subway.com/united-states/wv/st-mary's/410-third-st?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=43136&utm_campaign=evergreen-2020&y_source=1_MTQ5MTE4NTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 684-9956,85,OPERATIONAL,,
Los Hermanos,"602 2nd Street, Saint Marys",4.5,1,"restaurant, point_of_interest, food, establishment",https://www.facebook.com/LosHermanosMexicanCuisine?fref=ts,(304) 684-3100,363,OPERATIONAL,,
The Boxcar of Saint Marys,"415 2nd Street, Saint Marys",4.4,1,"restaurant, point_of_interest, food, establishment",http://www.facebook.com/theboxcar,(304) 782-8070,385,OPERATIONAL,,
Dairy Queen Grill & Chill,"32 West Wagner Street, Ellenboro",4.1,1,"restaurant, point_of_interest, store, food, establishment",https://www.dairyqueen.com/en-us/locations/wv/ellenboro/32-w-wagner-st/3241/?utm_source=organic&utm_campaign=yext%2F&y_source=1_ODk5NTgyMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 869-3030,345,OPERATIONAL,,
Dodd’s Log Cabin Grill,"314 South Main Street, Ellenboro",4.5,1,"restaurant, point_of_interest, food, establishment",,(304) 869-3663,427,OPERATIONAL,,
St Marys Golf Course,"2840 North Pleasants Highway, Saint Marys",4.6,N/A,"restaurant, point_of_interest, food, establishment",https://par3nearme.com/course/st-marys-golf-club/,(304) 684-3557,41,OPERATIONAL,,
The Pizza Station,"206 Lafayette Street, Saint Marys",4.5,2,"restaurant, point_of_interest, food, establishment",http://www.the-pizza-station.com/,(304) 684-2411,596,OPERATIONAL,,
Taco Bell,"1002 2nd Street, Saint Marys",4,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://locations.tacobell.com/wv/saint-marys/1002-2nd-street.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=035251&utm_content=website&y_source=1_MTIyMjY2MTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(681) 612-0571,208,OPERATIONAL,,
Wendy's,"914 2nd Street, Saint Marys",4,1,"restaurant, point_of_interest, food, establishment",https://locations.wendys.com/united-states/wv/saint-marys/914-2nd-street?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,(304) 684-2609,496,OPERATIONAL,,
McDonald's,"210 Third Street, Saint Marys",3.7,1,"cafe, restaurant, point_of_interest, store, food, establishment",https://www.mcdonalds.com/us/en-us/location/WV/SAINT-MARYS/210-3RD-ST/11220.html?cid=RF:YXT:GMB::Clicks,(304) 684-3600,533,OPERATIONAL,,
City Perk Cafe,"203 Lafayette Street, Saint Marys",3.9,N/A,"restaurant, point_of_interest, food, establishment",,(304) 684-9988,18,OPERATIONAL,,
Domino's Pizza,"205 Creel Street, Saint Marys",4.3,1,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(304) 684-2684,112,OPERATIONAL,,
The Jug,"38090 Ohio 7, Newport",4.6,2,"restaurant, point_of_interest, store, food, establishment",,(740) 473-2518,545,CLOSED_TEMPORARILY,,
Shindigs,"34455 Ohio 7, Newport",N/A,N/A,"restaurant, point_of_interest, food, establishment",,,N/A,CLOSED_TEMPORARILY,,
Cedar Run Farm,"2032 Point Lookout Road, Friendly",5,N/A,"restaurant, point_of_interest, food, establishment",https://cedarrunfarm.com/,(304) 684-7936,1,OPERATIONAL,,
McDonald's,"113 W Washington Street, Ellenboro",3.5,1,"cafe, restaurant, point_of_interest, store, food, establishment",https://www.mcdonalds.com/us/en-us/location/WV/ELLENBORO/113-W-WASHINGTON-STREET/28919.html?cid=RF:YXT:GMB::Clicks,(304) 869-3070,911,OPERATIONAL,,
New Frontier Restaurant,"1100 Park Avenue, Matamoras",4.5,N/A,"restaurant, point_of_interest, food, establishment",,(740) 865-9998,41,OPERATIONAL,,
Bourbon Hills BBQ,"29 South Main Street, Ellenboro",5,N/A,"restaurant, point_of_interest, food, establishment",https://www.bourbonhillsbbq.com/,(304) 869-4003,4,OPERATIONAL,,
Backyard Burgers,"134 Black Alley, Friendly",4.9,N/A,"restaurant, point_of_interest, food, establishment",,(304) 904-1624,10,CLOSED_TEMPORARILY,,
Friendly Pizza Company,"10 Front Street, Friendly",4.7,2,"restaurant, point_of_interest, food, establishment",https://www.friendlypizzacompany.com/,(304) 652-2626,18,OPERATIONAL,,
Rt.7 Pizza2Go,"205 Broadway Avenue, Matamoras",4.6,N/A,"restaurant, point_of_interest, food, establishment",,(740) 864-5050,22,OPERATIONAL,,
Busy Bites Cafe,"27823 Ohio 7, Marietta",N/A,1,"restaurant, point_of_interest, food, establishment",https://www.busybitescafe.com/,(740) 373-6713,N/A,OPERATIONAL,,
Pastry & Pedals,"298 Main Street, Cairo",4.6,N/A,"restaurant, point_of_interest, food, establishment",,(304) 628-3583,15,OPERATIONAL,,
Subway,"1 Seneca Trail, Marlinton",4.1,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/marlinton/1-seneca-trl?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=14763&utm_campaign=evergreen-2020&y_source=1_MTQ4OTM3NTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 799-4455,43,OPERATIONAL,,
The Mingo Saloon & Lodge,"29096 Seneca Trail, Mingo",4.6,N/A,"lodging, restaurant, food, point_of_interest, establishment",http://themingosaloonandlodge.com/,(304) 339-6917,82,OPERATIONAL,,
Hoot's Bar And Grill,"10 Snowshoe Drive, Snowshoe",4.1,N/A,"bar, restaurant, food, point_of_interest, establishment",https://www.snowshoemtn.com/things-to-do/dining/hoots-bar-and-grill,(304) 572-5456,100,OPERATIONAL,,
The Junction Ale House,"Snowshoe Drive, Snowshoe",3.5,N/A,"restaurant, food, point_of_interest, establishment",https://www.snowshoemtn.com/things-to-do/dining/the-junction-restaurant-and-saloon,(304) 572-5800,310,OPERATIONAL,,
Sunset Cantina,"10 Snowshoe Dr, Snowshoe Mountain, Snowshoe",2.8,N/A,"restaurant, food, point_of_interest, establishment",https://www.snowshoemtn.com/things-to-do/dining/sunset-cantina,(304) 572-5710,119,OPERATIONAL,,
Route 66 Restaurant,"598 Cass Road, Slaty Fork",3.9,1,"meal_delivery, restaurant, food, point_of_interest, establishment",,(304) 572-2200,146,OPERATIONAL,,
The Boathouse,"10 Snowshoe Drive, Dunmore",4.4,N/A,"restaurant, food, point_of_interest, establishment",http://www.snowshoemtn.com/en/the-mountain/on-mountain-dining/dining-detail-pages/the-boathouse.aspx?desktop=true&_ga=1.155584827.1602134190.1457296461,(304) 572-5746,207,OPERATIONAL,,
Black Run Sugar Shack,"Forest Road 267, Snowshoe",4.4,2,"restaurant, food, point_of_interest, establishment",http://www.snowshoemtn.com/the-mountain/on-mountain-dining/dining-detail-pages/black-run-sugar-shack.aspx,(304) 572-5776,85,OPERATIONAL,,
Godfather's Pizza Express,"18251 Seneca Trail, Marlinton",4.3,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://godfathers.com/,(304) 799-4700,22,OPERATIONAL,,
Greenbrier Grille and Lodge,"814 1st Avenue, Marlinton",4.2,2,"restaurant, lodging, food, point_of_interest, establishment",https://www.greenbriergrille.com/,(304) 799-7233,450,OPERATIONAL,,
Foxfire Grille,"1 Rimfire Lodge, Snowshoe",3.7,2,"bar, restaurant, food, point_of_interest, establishment",https://www.snowshoemtn.com/things-to-do/dining/foxfire-grille,(304) 572-5555,337,OPERATIONAL,,
The Basin,"75 Mountain Lodge Lane, Snowshoe",N/A,N/A,"restaurant, food, point_of_interest, establishment",,,N/A,CLOSED_TEMPORARILY,,
Almost Heaven Smokehouse,"480 Cass Road, Slaty Fork",4.6,N/A,"restaurant, food, point_of_interest, establishment",https://almost-heaven-smokehouse.business.site/?utm_source=gmb&utm_medium=referral,(681) 202-7139,144,OPERATIONAL,,
The Pizza Slice - Wood-Fired Pizza and Gelato,"5811 Snowshoe Drive, Snowshoe",3.3,N/A,"restaurant, food, point_of_interest, establishment",https://www.snowshoepizza.com/,(304) 572-0120,39,OPERATIONAL,,
Subway,"164 Cass Road, Marlinton",N/A,1,"restaurant, point_of_interest, food, establishment",,,N/A,OPERATIONAL,,
Arbuckles Cabin,Dunmore,4.4,N/A,"restaurant, point_of_interest, food, establishment",,,66,OPERATIONAL,,
Mim's Kitchen,"3756 Jerico Road, Marlinton",4.9,N/A,"restaurant, point_of_interest, food, establishment",https://mimskitchenwv.business.site/?utm_source=gmb&utm_medium=referral,(304) 799-2240,54,CLOSED_TEMPORARILY,,
Old Spruce Brewing,"52 Silver Creek Road, Snowshoe",4.7,N/A,"bar, restaurant, point_of_interest, food, establishment",https://oldsprucetavern.com/brewery/,(304) 572-0391,172,OPERATIONAL,,
The Last Run Restaurant,"165 Main Street, Cass",4.3,N/A,"restaurant, point_of_interest, food, establishment",,(304) 456-9952,168,OPERATIONAL,,
Dairy Queen Grill & Chill,"19158 Seneca Trail, Marlinton",3.8,1,"store, restaurant, point_of_interest, food, establishment",https://www.dairyqueen.com/en-us/locations/wv/marlinton/19158-seneca-trail/719/?utm_source=organic&utm_campaign=yext%2F&y_source=1_ODk5NzY0Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 799-7227,210,OPERATIONAL,,
Subway,"1 Big Spring Plaza #3, Slaty Fork",4.2,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://restaurants.subway.com/united-states/wv/slatyfork/1-big-spring-plaza?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=50282&utm_campaign=evergreen-2020&y_source=1_MTQ5MDI5MDAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 572-3535,62,OPERATIONAL,,
Alfredo's Italian & Greek,"update the other locations, 221 8th Street, Marlinton",4.4,2,"restaurant, point_of_interest, food, establishment",https://www.alfredositaliangreek.com/,(304) 427-6386,332,OPERATIONAL,,
Rayetta's Lunch Box,"202 8th Street, Marlinton",4.6,N/A,"restaurant, point_of_interest, food, establishment",,(304) 799-4888,19,OPERATIONAL,,
Dari Land,"827 3rd Avenue, Marlinton",N/A,1,"restaurant, point_of_interest, food, establishment",https://order.toasttab.com/online/dari-land-827-3rd-avenue,(304) 427-0027,N/A,OPERATIONAL,,
Dean's Den,"900 2nd Avenue, Marlinton",3.6,N/A,"restaurant, point_of_interest, food, establishment",,(304) 799-4765,7,OPERATIONAL,,
Dean's Den Frost,"Frost Road, Dunmore",4.9,N/A,"restaurant, point_of_interest, food, establishment",,(304) 799-4765,89,OPERATIONAL,,
Ron Patron,"981 Beverly Pike, Elkins",N/A,N/A,"restaurant, point_of_interest, food, establishment",,,N/A,OPERATIONAL,,
Alpine Lake Resort,"700 West Alpine Drive, Terra Alta",4.2,N/A,"night_club, bar, park, restaurant, food, lodging, point_of_interest, establishment",http://www.alpinelake.com/,(304) 789-2481,574,OPERATIONAL,,
Subway,"248 Wal-Mart Drive, Kingwood",3.6,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/kingwood/248-wal-mart-drive?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=45016&utm_campaign=evergreen-2020&y_source=1_MTQ4OTU4MDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 329-3492,26,OPERATIONAL,,
Subway,"1200 East State Avenue, Terra Alta",3.8,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/terra-alta/1200-e-state-ave?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=27755&utm_campaign=evergreen-2020&y_source=1_MTQ5MTI0NDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 789-5600,43,OPERATIONAL,,
Little Caesars Pizza,"215 West Main Street, Kingwood",3.8,1,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",https://littlecaesars.com/en-us/store/9225,(304) 329-8067,131,OPERATIONAL,,
Preston County Inn,"112 West Main Street, Kingwood",4.2,N/A,"bar, restaurant, food, lodging, point_of_interest, establishment",http://www.prestoncountyinn.com/,(304) 329-2220,142,OPERATIONAL,,
Russ's Ribs,"103 West Beverly Street, Kingwood",4.6,2,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/prestoncountybbqi/,(304) 329-8046,70,CLOSED_TEMPORARILY,,
Subway,"114 Plaza Court, Kingwood",4.3,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/kingwood/114-plaza-court?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=2654&utm_campaign=evergreen-2020&y_source=1_MTQ5MDE3NzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 329-3780,130,OPERATIONAL,,
Circle K,"203 West Main Street, Kingwood",4,1,"convenience_store, gas_station, atm, meal_takeaway, cafe, store, finance, restaurant, food, point_of_interest, establishment",https://www.circlek.com/store-locator/US/kingwood/203-w-main-st/4704016?utm_source=google&utm_medium=local&utm_campaign=google-local,(304) 329-2643,37,OPERATIONAL,,
Circle K,"11031 Veterans Memorial Highway, Masontown",3.5,1,"convenience_store, gas_station, atm, meal_takeaway, store, finance, restaurant, food, point_of_interest, establishment",https://www.circlek.com/store-locator/US/masontown/11031-veterans-memorial-hwy/4704004?utm_source=google&utm_medium=local&utm_campaign=google-local,(304) 864-5032,22,OPERATIONAL,,
Subway,"237 North Robert Stone Way, Reedsville",4.1,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/reedsville/237-n-robert-stone-way?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=32277&utm_campaign=evergreen-2020&y_source=1_MTQ5MDQ5MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 864-3500,98,OPERATIONAL,,
Cox Roosevelt Inn at Stonewall Farm,"1012 Dogtown Road, Reedsville",4.6,N/A,"restaurant, food, point_of_interest, establishment",,(202) 874-0723,9,OPERATIONAL,,
Screech Owl Brewing/Spent Grain Cafe,"2323 Ralph Livengood Road Rd, Bruceton Mills",4.9,N/A,"restaurant, food, point_of_interest, establishment",http://screechowlbrewing.com/,(304) 379-4777,222,CLOSED_TEMPORARILY,,
Monroe's,"110 East Main Street, Kingwood",4.4,2,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/MonroesDeli/,(304) 329-3354,537,OPERATIONAL,,
New China Restaurant,"105 Albright Road, Kingwood",3.7,1,"restaurant, food, point_of_interest, establishment",,(304) 329-0112,205,OPERATIONAL,,
Melanie's Family Restaurant,"25164 George Washington Highway, Aurora",4.7,1,"restaurant, food, point_of_interest, establishment",,(304) 735-3219,294,OPERATIONAL,,
Hardee’s,"405 East Main Street, Kingwood",3.4,1,"restaurant, food, point_of_interest, establishment",https://locations.hardees.com/wv/kingwood/405-main-st,(304) 329-1420,336,OPERATIONAL,,
Pizza Hut,"425 E Main St Kingwood Plaza, Kingwood",4.1,1,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",https://locations.pizzahut.com/wv/kingwood/425-e-main-st?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=298086,(304) 329-0455,314,OPERATIONAL,,
Dairy Queen Grill & Chill,"87 North Robert Stone Way, Reedsville",3.2,1,"store, restaurant, food, point_of_interest, establishment",https://www.dairyqueen.com/en-us/locations/wv/reedsville/87-n-robert-stone-way/2655/?utm_source=organic&utm_campaign=yext%2F&y_source=1_ODk5NjcxMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 864-3801,353,OPERATIONAL,,
McDonald's,"211 West Main Street, Kingwood",3.4,1,"cafe, restaurant, food, point_of_interest, store, establishment",https://www.mcdonalds.com/us/en-us/location/WV/KINGWOOD/211-W-MAIN-ST/14470.html?cid=RF:YXT:GMB::Clicks,(304) 329-1889,767,OPERATIONAL,,
Smokin Jack's Bar & Grill,"15468 Veterans Memorial Highway, Reedsville",4.2,2,"bar, restaurant, food, point_of_interest, establishment",,(304) 864-5868,284,OPERATIONAL,,
Dairy Queen Grill & Chill,"201 Albright Road, Kingwood",3.4,1,"restaurant, food, point_of_interest, store, establishment",https://www.dairyqueen.com/en-us/locations/wv/kingwood/201-albright-rd/473/?utm_source=organic&utm_campaign=yext%2F&y_source=1_ODk5NzYwNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 329-0177,302,OPERATIONAL,,
Burger King,"411 East Main Street, Kingwood",2.4,N/A,"restaurant, food, point_of_interest, establishment",https://www.bk.com/,,12,OPERATIONAL,,
Fox's Pizza Den of Kingwood,"400 East Main Street, Kingwood",3.8,1,"meal_delivery, restaurant, food, point_of_interest, establishment",https://foxspizza.arrowpos.com/kingwood,(304) 329-0987,178,OPERATIONAL,,
Prime Thyme,"15259 South Preston Highway, Kingwood",N/A,N/A,"restaurant, food, point_of_interest, establishment",,,N/A,OPERATIONAL,,
Down Home Diner,"300 Tunnelton Street, Kingwood",4.4,1,"restaurant, food, point_of_interest, establishment",,(304) 329-6122,371,OPERATIONAL,,
Rosemary's Thyme | Mexican Restaurant,"183 Club House Drive, Terra Alta",4.5,2,"restaurant, food, point_of_interest, establishment",http://www.prestoncountryclub.com/PrimeThyme.html,(304) 329-6750,426,OPERATIONAL,,
Liberty restaurant,"1001 Army Road, Kingwood",N/A,N/A,"restaurant, food, point_of_interest, establishment",,(304) 791-7008,N/A,OPERATIONAL,,
Hunt Brothers Pizza,"2735 North Preston Highway, Albright",5,1,"restaurant, food, point_of_interest, establishment",,(304) 329-1161,2,OPERATIONAL,,
The Hitching Post Steakhouse and Saloon,"17600 Veterans Memorial Highway, Kingwood",4.4,N/A,"restaurant, food, point_of_interest, establishment",,(304) 329-7832,102,OPERATIONAL,,
The Last stop bar-and-grill,"265 Gibson Street, Tunnelton",4.6,1,"bar, restaurant, food, point_of_interest, establishment",http://the-llc-tunnelton.edan.io/,(304) 568-2111,65,OPERATIONAL,,
PO2 - Terra Alta,"105 East Washington Avenue, Terra Alta",4.6,1,"bar, restaurant, food, point_of_interest, establishment",,(304) 789-1151,98,OPERATIONAL,,
Sophie's Serendipity,"401 Aurora Avenue, Terra Alta",4.7,N/A,"restaurant, food, point_of_interest, establishment",,(304) 789-2429,70,OPERATIONAL,,
PC's Pizza,"40 Rolling Hills Drive, Reedsville",4,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",http://www.pcspizza.com/,(304) 864-3636,238,OPERATIONAL,,
kayz store,"366 Lake Avenue, Terra Alta",N/A,N/A,"restaurant, food, point_of_interest, establishment",,(580) 763-6103,N/A,CLOSED_TEMPORARILY,,
Old School Pizzeria,"224 South Robert Stone Way, Reedsville",4.5,N/A,"restaurant, food, point_of_interest, establishment",,(304) 980-2826,53,OPERATIONAL,,
"Top Dawg, LLC","11443 Veterans Memorial Highway, Masontown",4.9,N/A,"restaurant, food, point_of_interest, establishment",https://m.facebook.com/Top-Dawg-LLC-132861588932195/,(304) 980-2585,40,OPERATIONAL,,
Anestasia's Bar and Grill,"11066 Veterans Memorial Highway, Masontown",N/A,N/A,"restaurant, food, point_of_interest, establishment",,(304) 980-2882,N/A,OPERATIONAL,,
Sidetracted Bar & Restaurant,"28 South Buffalo Street, Rowlesburg",4.5,N/A,"bar, restaurant, food, point_of_interest, establishment",http://sidetracted-resturaut.edan.io/,(304) 454-2002,53,OPERATIONAL,,
Prime Thyme Restaurant,"167 South Main Street, Masontown",4.2,1,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/ptimerest?_rdr,(304) 980-2725,31,OPERATIONAL,,
Backroads,2058 Terra Alta,4.7,N/A,"bar, restaurant, food, point_of_interest, establishment",,(304) 789-6034,3,OPERATIONAL,,
"Off the Grid Pizza & Bakery, LLC","402 Church Street 910, Newburg",4.9,N/A,"restaurant, food, point_of_interest, establishment",,(304) 892-2964,8,CLOSED_TEMPORARILY,,
Matt’s Pizza Shop,"402 Church Street, Newburg",4.8,1,"restaurant, food, point_of_interest, establishment",https://matts-pizza-shop.business.site/?utm_source=gmb&utm_medium=referral,(304) 892-7111,20,OPERATIONAL,,
Melanie's Restaurant,Aurora,5,N/A,"restaurant, food, point_of_interest, establishment",,,2,OPERATIONAL,,
Taste of Asia Teays Valley,"1 Liberty Square Drive, Hurricane",4.4,2,"restaurant, food, point_of_interest, establishment",http://www.tasteofasiateaysvalley.com/,(304) 760-6010,597,OPERATIONAL,,
Gino's Pizza & Spaghetti House,"105 Roosevelt Boulevard, Eleanor",4.1,N/A,"meal_delivery, restaurant, food, point_of_interest, establishment",http://ginospizza.com/,(304) 586-2118,186,OPERATIONAL,,
Papa Johns Pizza,"3980 West Virginia 34, Hurricane",4.2,1,"restaurant, food, point_of_interest, establishment",https://locations.papajohns.com/united-states/wv/25526/hurricane/3980-state-route-34?utm_source=gmb&utm_medium=organic&y_source=1_MTA2OTEyNDUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 757-9220,131,OPERATIONAL,,
Domino's Pizza,"941 Roosevelt Boulevard, Eleanor",4.4,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(304) 586-2500,130,OPERATIONAL,,
Subway,"4111 1st Avenue Unit 1, Nitro",4.2,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/nitro/4111-1st-ave?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=6119&utm_campaign=evergreen-2020&y_source=1_MTQ5MDYyODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 755-5500,184,OPERATIONAL,,
Pizza Hut,"3438 Winfield Road, Winfield",4.2,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://locations.pizzahut.com/wv/winfield/3438-winfield-road?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=308157,(304) 586-9711,193,OPERATIONAL,,
Tudor's Biscuit World,"310 Hurricane Creek Road, Hurricane",4.3,1,"restaurant, food, point_of_interest, establishment",http://tudorsbiscuitworld.com/,(304) 562-2059,553,OPERATIONAL,,
Subway,"4144 West Virginia 34, Hurricane",3.8,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/hurricane/4144-state-rt-34?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=5042&utm_campaign=evergreen-2020&y_source=1_MTQ4OTY1NTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 757-6116,102,OPERATIONAL,,
